sentence1,sentence2,label
", sneijder linh_hồn giúp đt hà lan lọt trận chung_kết world_cup 2010 gục ngã tây_ban nha",trận chung_kết đức argentina trận cầu world_cup 2014,0
"thi tính_toán kĩ_lưỡng , phân_tích kỹ , quyết_định tính_toán kỹ_càng","thi tính_toán , phân_tích kỹ , quyết_định thuyết_phục xã_hội tính_toán kỹ_càng",1
trận thi_đấu tennis đôi nữ diễn sân,phụ_nữ theo_dõi cú đánh_quả bóng tennis,1
nam vận_động_viên tennis đỡ bóng,đàn_ông nghiêng đánh_quả bóng tennis,1
mèo tennis sân,mèo đực đánh_quả bóng tennis,1
cầu_lông sân,tụ_tập cạnh,1
đàn_ông theo_dõi động_tác phát_bóng nữ vận_động_viên tennis,phụ_nữ bóng tennis phát_bóng,1
cầu_thủ bóng_chày trọng_tài theo_dõi đường_bay bóng,đàn_ông xoay ném bóng_chày,1
hai đàn_ông áo đen tennis sân,hai vận_động_viên tennis đấu đơn đội,1
sống cuộc_sống cô_quạnh quen,"sống một_mình quen , cô_quạnh , mấy chục",1
trọng_tài theo_dõi chuyển_động cầu_thủ bóng_chày gôn,cầu_thủ chạy gôn vươn chạm gôn,1
"quốc_gia văn_hóa coi_nhẹ phụ_nữ , quốc_gia_tiên_tiến hoa kỳ , thái_độ coi_thường vợ xảy gia_đình","đôi_khi , phụ_nữ một_chút thư_giãn yêu một_mình tất_tả lo_toan , cơ_quan con_cái chồng",0
thanh_niên trẻ áo đen tennis sân,vận_động_viên tennis trẻ cầm vợt nhảy đánh_bóng,1
đàn_ông phát bóng tennis sân,đàn_ông luyện_tập tennis sân,1
"thanh_niên , , đại_biểu thanh_niên chú_trọng công_tác xây_dựng đoàn , xây_dựng đảng học_tập gương đạo_đức hồ chí minh thường_xuyên , nề_nếp","tuổi_trẻ , chiến_tranh lùi mươi , , góp_phần xây_dựng bảo_vệ đất_nước thoả mong_ước hồ non_sông việt nam trở tươi đẹp , dân_tộc việt nam đài vinh_quang sánh_vai cuơng quốc châu , công tập os",0
bộ_trưởng ngoại_giao fumio kishida thủ_tướng nguyễn dũng mời thủ_tướng shinzo abe thăm việt_nam,", ngoại_trưởng nhật fumio kishida , việt nam 31 7 , dự_kiến công_bố kế_hoạch hội_đàm phó thủ_tướng kiêm bộ_trưởng ngoại_giao phạm bình_minh 1 8",0
van gaal sở_hữu bảng thành_tích đồ_sộ,bảng thành_tích van gaal kém huấn_luyện_viên,1
bé bóng_chày cạnh,bé luyện_tập bóng_chày cạnh,1
vận_động_viên tennis nữ cầm vợt tennis thi_đấu sân,vận_động_viên tennis nữ đỡ bóng vợt,1
"vụ ném bom hiroshima , sứ_mệnh thu_hút báo_chí sử_học","hiểu_biết tokyo thảm_họa hiroshima thông_báo chính_thức tòa trắng , 16 xảy vụ ném bom hiroshima",0
"sân_cỏ , cầu_thủ giơ chân đá bóng","sân_cỏ , hai cầu_thủ bóng_đá luyện_tập",1
vận_động_viên tennis đứng biên đỡ bóng,phụ_nữ áo trắng tennis sân,1
cầu_thủ bắt bóng theo_dõi cú đánh_bóng cầu_thủ đánh_bóng,cầu_thủ đánh_bóng nhí vung gậy đánh_bóng,1
"phó thủ_tướng vũ đức đam ngoại_ngữ môn_học kém văn , toán","phó thủ_tướng vũ đức đam ngoại_ngữ kém văn , toán",1
nữ vận_động_viên tennis xoay đánh_bóng,phụ_nữ vung vợt đánh_quả bóng tennis,1
gia_tộc kiểm_kê toàn_bộ tài_sản gửi ngân_hàng phát đột_ngột,phát đột_ngột gia_tộc kiểm_kê tài_sản gửi ngân_hàng,1
"40 , 400 000 ha đất ven biển ta bao_phủ rừng ngập_mặn , 5 , 2006 2011 , 124 000 ha rừng ngập_mặn ven biển biến nhường chỗ ao tôm , ao cá tương_đương diện_tích 63","nhận_thức tầm , đảng nhà_nước ta ban_hành chủ_trương , chính_sách bảo_vệ môi_trường , điển_hình nghị_quyết 41 nqw 15 11 2004 chính_trị ( khoá ix ) bảo_vệ môi_trường thời_kỳ đẩy_mạnh cnh , hđh đất_nước chỉ_thị 29 ctw 21 01 2009 ban bí_thư nghị_quyết 41 nqw chính_trị luật bảo_vệ môi_trường ( sửa_đổi ) nghị_định chính_phủ hướng_dẫn luật bảo_vệ môi_trường",0
"lò_sưởi văn_phòng google , nhân_viên xả_hơi chém gió ghế sofa vô_cùng êm_ái",", nằm chỗ , ghế massage phòng ồn , , mục_đích ghế kê phòng nhân_viên google ngủ",0
cầu_thủ bóng_chày vung gậy bóng_chày đánh bóng,cầu_thủ bóng_chày vung gậy đỡ bóng,1
"thí_dụ , ngày_sinh_nhật vợ , kỷ_niệm hai đứa quen , kỷ_niệm cưới kỷ_niệm chồng yêu_thương vợ phép quên sót","làm_việc mệt_mỏi , phụ_nữ mong_muốn chồng chăm_sóc con_cái vợ",0
bé theo_dõi cú đánh_bóng,bé bóng_chày công_viên,1
"ts lưu song hà , viện tâm_lý_học , khảo_sát học_sinh hành_vi lệch chuẩn số_lượng mức_độ , hành_vi báo_động quấy_rối , trật_tự trường lớp , nói_dối , văng_tục , bài_tập","hiện_tượng áp_lực , bắt_ép học_sinh_học , chuẩn_mực tác_phong , trang_phục , , sống , ý_thức trau_dồi năng_lực chuyên_môn , nghiệp_vụ tồn_tại học_đường học_sinh dần niềm kính_trọng thầy phương_tiện giáo_dục nhân_cách !",0
hai vận_động_viên tennis nam đứng lưới bắt_tay đối_thủ,đội tennis nam hai bắt_tay đối_thủ,1
", xem_xét khía_cạnh tranh môi_trường việt nam","bốn , chú_trọng tổ_chức nghiêm_túc thẩm_định , tác_động môi_trường dự_án đầu_tư , cơ_sở , cơ_quan chuyên_môn tham_mưu chính_xác thẩm_quyền xem_xét quyết_định giấy_phép đầu_tư",0
"lũ trẻ có_lẽ hề ukraine , chiến_tranh , tương_tự","lũ trẻ có_lẽ ukraine , chiến_tranh ,",1
phụ_nữ áo đen tennis sân,phụ_nữ vung vợt tennis đánh bóng,1
bóng_chày găng bóng_chày nằm ghế sofa,bóng_chày găng_tay bóng_chày ghế sofa,1
đàn_ông đứa trẻ sân tennis,đàn_ông bé đứng sân tennis cầm vợt tennis,1
cầu_thủ bóng_chày cầm gậy đỡ bóng sân,cầu_thủ bóng_chày áo đỏ vung gậy bóng,1
"20 phát_triển , tư_cách mở_đường lĩnh_vực dự_đoán , tinh_vân đứng đầu lĩnh_vực thị_trường công_nghệ việt_nam , chiến_lược go global , tinh_vân mạnh_dạn thị_trường toàn_cầu","20 phát_triển , sứ_mệnh mở_đường lĩnh_vực , tinh_vân dẫn_đầu lĩnh_vực thị_trường công_nghệ việt_nam , chiến_lược go global , tinh_vân mạnh_mẽ thị_trường toàn_cầu",1
"đầu 2014 , báo_cáo hiệp_hội da giày việt_nam , đơn hàng trung_quốc dịch_chuyển việt nam nét","nửa đầu 2014 , báo_cáo hiệp_hội da giày việt_nam , dịch_chuyển đơn hàng trung quốc việt nam nét",1
"đàn_ông áo xanh dương cầm vợt tennis nhảy đỡ bóng ,",vận_động_viên tennis nam nhảy đỡ bóng,1
"2 tuần , sầu_riêng hạt lép 20 000 đồng kg 35 000 đồng kg","sầu_riêng hạt lép , 2 tuần có_giá 20 000 đồng kg , 35 000 đồng kg",1
bốn đá banh sân_cỏ,bóng_đá sân,1
đàn_ông áo trắng tennis sân,vận_động_viên tennis thi_đấu tennis đám đông quan_sát,1
9 giúp cảm_giác thoải_mái tiền_bạc,khoản tiết_kiệm nghỉ hưu giúp cuộc_sống già đỡ vất_vả,0
bé vung gậy đánh_quả bóng_chày,bé bóng_chày sân,1
"vitaly nga khủng_hoảng 90 dính_dáng đông ukraine , ngoại_trừ sự_thật bóp_méo","vitaly tổng_thống , kéo nga khủng_hoảng 90 dính_dáng đông ukraine , trừ sự_thật bóp_méo",1
"giấc_ngủ sâu , một_chút dầu tỏido tỏi khả_năng kích_thích hô_hấp","tỏi kích_thích hô_hấp , thông_thoáng đường thở , tăng_cường trao_đổi khí phổi dầu tỏi đi ngủ giúp giấc_ngủ sâu , hô_hấp ngủ giúp thau rửa khí cặn_bã đáy phổi",1
dự_đoán chuyên_gia hiện_đại tán_đồng ấn_tượng kính thiên_văn kepler thu,dự_đoán chuyên_gia hiện_đại nhất_trí kính thiên_văn kepler thu,1
nữ cầu_thủ áo đen đầu đỡ bóng,nữ cầu_thủ áo đen cú đánh_đầu sân,1
"nghiệp giáo_viên đò , lứa học_trò đi","nghiệp giáo_viên đò , lứa học_trò chuyên_tâm bồi_dưỡng lứa kế_tiếp",1
"hội_nghị tổng_kết 2010 hội nhà_báo việt nam , nguyễn bá bí_thư thành_ủy thành_phố đà_nẵng bật_mí bí_quyết giúp đà_nẵng danh_hiệu tự_hào",thọ thành_phố sống mục_tiêu đà_nẵng phấn_đấu mục_tiêu,0
vận_động_viên tennis cầm vợt giao_bóng,vận_động_viên tennis cầm vợt nhồi bóng,1
cầu_thủ bóng_đá thi_đấu sân_cỏ,đàn_ông bóng_đá sân,1
đàn_ông đánh_quả bóng tennis,đàn_ông đánh_quả bóng tennis,1
", vnpt , lột_xác cạnh_tranh hiệu_quả nan_giải",", vnpt , lột_xác cạnh_tranh hiệu_quả dấu_hỏi",1
", môi_trường sống , khả_năng thích_nghi lợi_thế công_việc ngược_lại","sắp_xếp hẹn , kế_hoạch làm_việc siêng_năng nhân_viên hàng",0
"trao_đổi vnexpress , lãnh_đạo thế_giới di_động phát_biểu hiện_diện thị_trường cổ_phiếu công_ty","trao_đổi vnexpress , lãnh_đạo thế_giới di_động nêu hiện_diện thị_trường cổ_phiếu công_ty",1
bao nỗi nhọc_nhằn đổ đôi vai gầy mỏng_manh mẹ già,nỗi nhọc_nhằn đổ đôi vai gầy mẹ già,1
"suy_thoái , doanh_nghiệp đối_tượng phục_hồi sản_xuất","suy_thoái , doanh_nghiệp đối_tượng khả_năng phục_hồi sản_xuất",1
"dự_án tuyến đường thị_xã an nhơn , phó thủ_tướng chủ đầu_tư đẩy tiến_độ triển_khai khu tái_định_cư bố_trí dân , hoàn_thiện hệ_thống hạ_tầng , điện","dự_án tuyến đường thị_xã an nhơn , phó thủ_tướng chủ đầu_tư nghiêm_túc rút kinh_nghiệm , đẩy tiến_độ triển_khai khu tái_định_cư bố_trí hộ dân giải_tỏa trắng",1
bé bóng_chày sân trời âm_u,bé vũng bắt bóng_chày,1
đàn_ông bóng_chày sân,cầu_thủ đánh_bóng vung gậy đánh_bóng,1
bóng bay vận_động_viên gậy,phụ_nữ đánh_quả bóng_chày,1
"hội_đồng giáo_dục tiết_kiệm mỹ triển_khai chương_trình tiết_kiệm tương_lai hướng_dẫn quản_lý , tiết_kiệm tiền , giới trẻ","học quản_lý đồng_tiền , quản_lý , tiền",0
giải_pháp,giải_pháp tối sách,1
"nguy_hiểm , người_lớn thói_quen ứng_xử tục_tĩu , khuôn thước ảnh_hưởng tiêu_cực phát_triển trẻ",", người_lớn trách_nhiệm hề hiện_tượng xã_hội",0
đứa trẻ cầm gậy bóng_chày đánh_quả bóng_đá,bé đội nón đỏ cầm gậy bóng_chày đứng sân,1
đứa trẻ xếp_hàng sân tennis chờ lượt đánh_bóng,đứa trẻ đánh_quả bóng tennis,1
"viết đăng_tải trang thông_tin điện_tử văn_phòng_ban chỉ_đạo trung_ương phòng , chống tham_nhũng , vnexpress trích giới_thiệu",ban chỉ_đạo pctn trung_ương cơ_quan lãnh_đạo tối_cao đảng cơ_quan tham_mưu giúp_việc lãnh_đạo tầm chiến_lược cần_thiết,0
"15 20 , đại_học vé duy_nhất tàu thành_công giới trẻ vé trẻ chuyến tàu",", trẻ yêu_quý cảm_phục tài_chính tài_ba câu bất_hủ bay đại_bàng bầy gà , thành_công học_hỏi thành_công phương_pháp làm_giàu bất_hủ 6 giàu , giỏi , gọi điện 1",0
cầu_thủ ném bóng tư_thế ném bóng,cầu_thủ ném bóng xoay ném bóng,1
đàn_ông áo cam cầm vợt tennis sân,đàn_ông áo cam tennis sân,1
đàn_ông cầm vợt tennis đứng sân đỡ bóng,đàn_ông vung vợt tennis đánh bóng,1
vận_động_viên tennis nam cầm vợt tennis thi_đấu sân,vận_động_viên tennis nam vung vợt tennis đánh_bóng,1
cầu_thủ bóng_chày ném bóng,cầu_thủ bóng_chày tung cú ném bóng trận,1
phụ_nữ luyện_tập tennis sân,phụ_nữ vung vợt đánh_quả bóng tennis,1
hành_động trung quốc rút giàn khoan hải_dương 981 thềm lục_địa việt nam ẩn_chứa toan_tính rõ_ràng trung quốc hề từ_bỏ giấc mộng bá_chủ biển đông,hành_động rút giàn khoan hải_dương 981 thềm lục_địa việt_nam trung quốc ẩn_chứa toan_tính rõ_ràng trung quốc từ_bỏ giấc mộng làm_chủ biển đông,1
cầu_thủ bóng_đá thi_đấu đông_đảo khán_giả,đàn_ông bóng_đá sân_cỏ,1
"úp dĩa , dĩa hành_động tôn_trọng",", úp dĩa , dĩa hành_động lịch_sự",1
đàn_ông luyện_tập tennis công_viên,đàn_ông xoay đánh_quả bóng tennis,1
"game dạng đuổi hình bắt chữ , nhận_định thành , game nội_dung hợp_lý , chú_trọng tâm_lý quyết_định phiên_bản bắt chữ cải_tiến","thị_trường game dạng đuổi hình bắt chữ , quan_sát thành , game nội_dung , đánh trúng tâm_lý quyết_định phiên_bản bắt chữ cải_tiến",1
nữ vận_động_viên tennis đánh_bóng,nữ vận_động_viên tennis vung vợt đánh_bóng,1
bé áo cam bóng khung_thành,bé áo xám đứng bảo_vệ khung_thành,1
đàn_ông nhảy đánh_quả bóng tennis,đàn_ông vợt đánh_quả bóng tennis,1
", nhân_viên trách_nhiệm , nhiệt_huyết cống_hiến công_sức doanh_nghiệp",", nhân_viên trách_nhiệm , nhiệt_huyết cống_hiến công_sức doanh_nghiệp",1
"quan_điểm lãnh_đạo yue yuen môi_trường kinh_doanh trung quốc bất_ổn chi_phí tiền_lương , thuê đất lạm_phát diễn phức_tạp","trùng quan_điểm lãnh_đạo yue yuen môi_trường kinh_doanh trung quốc thách_thức chi_phí tiền_lương , thuê đất lạm_phát",1
"cạnh , , nâng_cấp trường tccn thành cđ ( tuyển hs tốt_nghiệp thpt ) hs tốt_nghiệp thcs trường tccn học","cơ_sở đào_tạo tuyển_sinh chỉ_tiêu , 38 trường thông_báo chỉ_tiêu 2013 tuyển học_sinh",0
đứa trẻ cầm vợt đánh tennis sân,đứa trẻ cầm vợt tennis đứng sân quan_sát bóng,1
"giải_phóng mặt_bằng nhân_dân , đại_biểu quốc_hội vô_cùng bức_xúc","giải_phóng mặt_bằng nhân_dân , đại_biểu quốc_hội bức_xúc",1
"để_ý , đàn_ông , câu , chuốt , vô_cùng dụng_công nhu_cầu tỉ_mỉ",cháu hình_dung cảnh cháu gọi quen kia hứa cháu tiền cháu đồng_ý đáp_ứng nhu_cầu tình_dục ta,0
"con_người khóc , yếu cười nhẹ","khóc , loạt yếu cười nhẹ",1
"tự_do hồi 1990 , nadine gordimer nelson mandela","câu_chuyện tình_yêu , thù_hận tình sức_ép apartheid kết_thúc 1994 , nelson mandela tổng_thống da đen nam phi",0
tái_cấu_trúc quý iii chuyển_biến mạnh_mẽ mặt kết_quả kinh_doanh,"nửa 2014 chào_đón 5 000 căn_hộ 9 dự_án 2015 , dự_kiến 4 900 5 dự_án thị_trường",0
đàn_ông cầm gậy bóng_chày hướng_dẫn,đàn_ông bóng_chày quan_sát,1
vận_động_viên tennis nữ chạy biên đánh_bóng tennis,vận_động_viên tennis nữ thi_đấu sân quan_sát,1
"kỳ thi đại_học , thủ_khoa học_viện quân_y","kỳ thi đại_học , xuất_sắc thủ_khoa học_viện quân_y",1
hai việt_nam tâm_hồn cựu_chiến_binh mỹ hình_ảnh tang_thương quá_khứ hiện mũi dao đâm tận tim gan nhói buốt,hai việt_nam tâm_hồn cựu_chiến_binh mỹ sốc hình_ảnh tang_thương quá_khứ hiện,1
"hacker lợi_dụng internet trục_lợi đánh_cắp bí_mật quốc_gia , đánh_cắp tài_khoản ngân_hàng , gửi virus đánh sập hệ_thống mạng website",", tài_khoản trao_đổi thông_tin đối_tượng mục_đích chẳng_hạn hộp mail khách_hàng , bạn_bè , gia_đình , hạn_chế đánh_cắp thông_tin",0
", chuyên_gia tâm_lý , mở_rộng mô_hình phòng tư_vấn học học_đường trường_học giúp người_lớn kiến_thức ứng_xử đúng_đắn kịp_thời điều_chỉnh hành_vi lệch chuẩn học_sinh","hiện_tượng áp_lực , bắt_ép học_sinh_học , chuẩn_mực tác_phong , trang_phục , , sống , ý_thức trau_dồi năng_lực chuyên_môn , nghiệp_vụ tồn_tại học_đường học_sinh dần niềm kính_trọng thầy phương_tiện giáo_dục nhân_cách !",0
pụ nữ áo trắng cầm vợt đánh tennis sân,phụ_nữ áo trắng tennis sân,1
1 lá cờ tổ_quốc tuấn xếp gọn_gàng ba_lô,"tuấn , mệt_mỏi lá cờ tiếp sức_mạnh từ_tổ_quốc thân_yêu chinh_phục hành_trình trước_mắt",0
", nhà_nước địa_phương bố_trí kinh_phí xây_dựng đường gom quy_định khoản 5 , 44 , luật gtđb 2008 cạnh tuyến ql đi khu dân_cư đường gom phục_vụ dân_sinh khu dân_cư đô_thị_hóa kéo_dài hai tuyến đường ql",", chính_phủ chủ_yếu vốn vay oda xây_dựng tuyến đường giao_thông liên tỉnh , đi vay đầu_tư đường_sá , việc_làm đơn_giản , kiểm_tra chất_lượng khối_lượng , mặt_khác đường liên tỉnh giải_toả đền_bù chi_phí , chi_phí dể đội_giá chia_chác , đường nội thị giải_toả đền_bù vốn kéo_dài thi_công , chậm thu_hồi vốn chi_phí , nâng_giá , kho chia_chác",0
phụ_nữ cầm vợt tennis thi_đấu sân,phụ_nữ vung vợt tennis đánh_bóng,1
"số_liệu tổng_cục thống_kê , đầu , địa_bàn xảy 98 vụ ngộ_độc thực_phẩm 4 600 ngộ_độc , 16 tử_vong","đầu 9 2008 , xảy 150 vụ ngộ_độc thực_phẩm 6 724 mắc , tử_vong 49",0
"trái gấu , bóng nổi mặt_nước",gấu đứng cạnh hồ sở thú,1
đàn_ông nhảy động_tác đỡ bóng,nam vận_động_viên tennis nhảy đánh_bóng,1
"câu_chuyện sony rút nhà_máy sản_xuất việt_nam , nhập_khẩu phân_phối sản_phẩm bài_học chuyên_gia rút kinh_nghiệm","triển_lãm ô_tô 2013 tổ_chức tp hồ chí minh , chuyên_gia ngành , 2018 cột mốc thị_trường ô_tô việt_nam",0
"quần_áo , vật_dụng áo_mưa , ô , dép khăn","quần_áo , vật_dụng cần_thiết chuyến di_chuyển liên_tục áo_mưa , ô , dép khăn",1
"cổ_đông lê ngọc luân , đại_hội luật công_bố thư_ngỏ bùi trân phượng giải_thích cáo_buộc",luân công_bố thư_ngỏ bùi trân phượng hiệu_trưởng trường đại_học hoa sen giải_thích dự đại_hội,0
bé đứng sân giơ vợt,bé cầm vợt tennis đứng sân,1
bóng bay cầu_thủ bắt bóng trọng_tài,đàn_ông bóng_chày ngoài_trời,1
hai hình_ảnh cặp nam vận_động_viên tennis thi_đấu sân,nam vận_động_viên tennis vung vợt đánh_bóng thủ_thế,1
"ban_đầu , đồng_ý , đồng_ý","ban_đầu , phản_ứng gay_gắt , đồng_ý",1
cầu_thủ đánh_bóng đánh_bóng,cầu_thủ đánh_bóng gậy đánh_bóng,1
cầu_thủ đánh_bóng vung gậy đánh_bóng,cầu_thủ bóng_chày luyện_tập sân,1
", thực_trạng báo_động atvstp , tiêu_dùng bảo_vệ , trang_bị kiến_thức khoa_học lựa_chọn thực_phẩm an_toàn phân_biệt thực_phẩm tươi ôi hỏng phân_biệt thực_phẩm màu tự_nhiên màu_hóa học phân_biệt thực_phẩm nguyên_chất gia_cố","nguyên_nhân , chủ_yếu ngộ_độc hấp_thu thực_phẩm độc_hại , ví_dụ thức_ăn ôi thiu , thức_ăn chế_biến hợp vệ_sinh , bảo_quản",0
phụ_nữ cầm vợt đánh tennis sân,phụ_nữ áo trắng tennis sân,1
gấu bắc cực ôm hai bóng bơi,gấu bắc cực bơi hai ôm hai bóng,1
bệnh_nhân tiểu_đường 30 60 phút đi tuần 3,bệnh_nhân khuyên 30 60 phút đi 3 tuần,1
bóng_chày nằm găng_tay,bóng_chày găng_tay,1
phụ_nữ ôm bóng hông dáng cvhujp hình,phụ_nữ cầm bóng chống hông dáng chụp hình,1
trận bóng_chày diễn cầu_thủ ném bóng,cầu_thủ bóng_chày ném bóng trận_đấu,1
vận_động_viên tennis cầm vợt chạy đỡ bóng vợt tennis,vận_động_viên tennis nữ cầm vợt tennis đỡ bóng,1
nam vận_động_viên tennis phát_bóng,đàn_ông phát bóng tennis,1
bé tennis mẹ sân,bé luyện_tập tennis gái sân,1
đứa trẻ áo xanh lá bóng_chày sân,đứa trẻ cầm gậy bóng_chày thi_đấu sân,1
", olin mc gill , xếp_hạng môi_trường cạnh_tranh 189 2014 ( wb công_bố ) , 1 30 thu_nhập bình_quân đầu ( chỉ_số gni ) 35 155 usd , 31 60 gni 20 642 usd , 91 120 gni 7 545 usd",", olin mc gill , xếp_hạng môi_trường cạnh_tranh 189 2014 ( wb công_bố ) , xếp_hạng 1 30 thu_nhập bình_quân đầu ( chỉ_số gni ) 35 155 usd , 31 60 gni 20 642 usd , xếp_hạng 91 120 gni 7 545 usd",1
"xuất_phát ý_tưởng hề phức_tạp , kiến_thức sách giáo_khoa , máy_tính bảng mỏng nhẹ","bắt_nguồn ý_tưởng đơn_giản , sách giáo_khoa vốn trĩu_nặng vai thơ cắp sách trường , máy_tính bảng mỏng nhẹ",1
nữ cầu_thủ áo xanh bóng sân,nữ cầu_thủ áo trắng theo_dõi chuyển_động nữ cầu_thủ áo xanh,1
vận_động_viên tennis thi_đấu đôi sân,hình_ảnh trận_đấu tennis đôi diễn sân,1
đứa trẻ áo đỏ bóng_chày sân,đứa trẻ cầm gậy bóng_chày sẵn_sàng đỡ bóng,1
quan_niệm dơ_bẩn đũa,"phép quan_niệm dơ_bẩn , đũa",1
đứa trẻ chạy bóng sân_cỏ,bóng_đá sân,1
đàn_ông gãy gậy đánh_quả bóng_chày,đàn_ông bóng_chày sân,1
đàn_ông vung vợt đánh_bóng,khán_giả theo_dõi chuyển_động nam vận_động_viên tennis,1
con_trai tennis dáng chụp ảnh,hai đàn_ông dáng chụp ảnh vợt,1
cháu hà thay máu bệnh viên nhi trung_ương kinh_phí tiền,trường_hợp cháu hà thay máu bệnh viên nhi trung_ương kinh_phí tiền,1
phụ_nữ váy đỏ tennis sân,phụ_nữ mặc đồ đỏ vung vợt tennis phsia bóng,1
phụ_nữ mặc áo xanh lá tennis sân,vận_động_viên tennis nữ cầm vợt đỡ bóng sân,1
cầu_thủ bóng_chày đeo găng_tay thi_đấu sân,đàn_ông áo trắng bóng_chày sân,1
đứa trẻ cầm vợt bóng_chày sân,đứa trẻ gậy bóng_chày sân,1
trở_nên bức_bách thỏa_thuận afta việt_nam thành_viên chính_thức wto,"khu_vực ăn_uống chợ bến thành , đa_số hàng tuân quy_định căn_bản găng_tay , kẹp gắp chế_biến thức_ăn , đồ uống , rửa bát đĩa quy_định y_tế",0
hai đứa trẻ bóng_chày sân hướng_dẫn đàn_ông,hai bé đàn_ông bóng_chày vườn,1
đàn_ông áo đỏ cầm gậy xoay sân,đàn_ông quan_sát đường_bay bóng_chày,1
"đàn_ông lơ_là , lắng_nghe , coi câu_chuyện vợ nhỏ_mọn","phụ_nữ tổn_thương suy_nghĩ cảm_xúc bạn_đời , chồng lắng_nghe",0
"sản_phẩm chủ_yếu quần_áo túi_xách , bình_dân hàng cao_cấp","buôn_bán quần_áo túi_xách , bình_dân hàng cao_cấp",1
hai đàn_ông luyện bóng_chày cạnh,hai đàn_ông luyện_tập bóng_chày vườn,1
los blancos phục_vụ toni kroos ký hợp_đồng thời_hạn 5 chuyển_nhượng 23 triệu bảng giá mềm màn trình_diễn_xuất_sắc tuyển_thủ đức world_cup,trường_hợp real nốt mục_tiêu james rodriguez cuộc_chiến tuyến bernabeu khủng_khiếp modric ra_rìa,0
hai cầu_thủ bóng_chày thi_đấu sân,hai đàn_ông bóng_chày,1
"cụ nguyễn thị trù 121 , hiện sinh_sống huyện bình_chánh , tphcm tổ_chức kỷ_lục việt nam ghi_nhận cụ cao_tuổi việt_nam cụ cao_tuổi thế_giới","cụ nguyễn thị trù 121 , hiện sinh_sống huyện bình_chánh , tphcm tổ_chức kỷ_lục việt nam công_nhận cụ cao_tuổi việt_nam khả_năng cụ cao_tuổi thế_giới",1
đàn_ông xoay đánh_quả bóng tennis,đàn_ông đánh_quả bóng tennis,1
cầu_thủ ném bóng luyện_tập ném bóng sân,cầu_thủ ném bóng ném bóng,1
trận thi_đấu bóng_chày nam diễn sân,"bóng bay cầu_thủ bắt bóng , cầu_thủ ném bóng trọng_tài",1
"tập_thể_dục hiệu_quả giúp bệnh_nhân tiểu_đường sức_khỏe , căng_thẳng , kiểm_soát đường_huyết","tập_thể_dục giúp bệnh_nhân tiểu_đường duy_trì sức_khỏe , căng_thẳng , kiểm_soát đường_huyết",1
cầu_thủ bắt bóng quỳ sân cầu_thủ đánh_bóng trọng_tài đứng,"cầu_thủ bắt bóng , cầu_thủ đánh_bóng trọng_tài gôn",1
thua trừ tướng ứng trang_web thắng tiền tài_khoản tiền,trang_web thắng thua trừ tiền tài_khoản tiền,1
đàn_ông đứng vây quanh phụ_nữ tóc vàng,phụ_nữ tóc vàng đứng đàn_ông,1
cầu_thủ bóng_đá nữ trẻ thi_đấu bóng_đá sân,phụ_nữ bóng_đá sân,1
vận_động_viên tennis nam cầm vợt thi_đấu sân,vận_động_viên tennis nam vung vợt đánh_bóng,1
vận_động_viên tennis cầm vợt đỡ bóng trận,vận_động_viên tennis nam vung vợt tennis đánh bóng,1
đầu_tư nước_ngoài việt_nam hai nhật_bản,nhật đầu_tư nước_ngoài việt_nam hai,1
phụ_nữ đánh_quả bóng tennis,phụ_nữ tennis sân,1
năm_học 2014 2015 lớp nhân_viên nuôi_dưỡng giúp_đỡ giáo_viên công_việc chân,", giải_phóng sức lao_động chân giáo_viên , năm_học 2014 2015 lớp nhân_viên nuôi_dưỡng",1
"câu trả_lời bóng_đá gian_lận , dàn_xếp tỷ_số bán_độ , lừa_dối hàng triệu con_người ủng_hộ","câu trả_lời sẵn bóng_đá bẩn , dàn_xếp tỷ_số bán_độ , lừa_dối hàng triệu , trận hàng chục triệu con_người",1
"nhận_xét atsusuke kawada , cử đoàn khảo_sát giúp doanh_nghiệp nhật hiểu_biết môi_trường đầu_tư khu_vực bắc việt_nam , góp_phần thúc_đẩy quan_hệ hợp_tác hai","nhận_xét atsusuke kawada trưởng đại_diện tổ_chức xúc_tiến thương_mại nhật ( jetro ) hà_nội , cử đoàn thị_sát giúp doanh_nghiệp nhật hiểu_biết môi_trường đầu_tư khu_vực bắc việt_nam , góp_phần thúc_đẩy quan_hệ hợp_tác hai",1
đàn_ông áo trắng tennis sân,vận_động_viên tennis vung vợt bóng,1
phụ_nữ đánh_quả bóng tennis,nữ vận_động_viên tennis theo_dõi đường_bay bóng,1
cầu_thủ ném bóng ném bóng cầu_thủ đánh_bóng,cầu_thủ đánh_bóng giơ gậy đánh_bóng,1
", trường_hợp , thông_tin bất_lợi doanh_nghiệp lãnh_đạo công_ty đại_diện thay",", trường_hợp hy_hữu , thông_tin bất_lợi doanh_nghiệp lãnh_đạo công_ty đại_diện thay",1
nông_nghiệp việt nam hiện_thời nông_nghiệp gia_công,"kinh_tế việt nam công_nghiệp , nông_nghiệp , thương_mại , dịch_vụ nông_nghiệp ngành sức lan_tỏa , kết_nối ngành kinh_tế",0
phụ_nữ vướng vung vợt đánh bóng tennis,vận_động_viên tennis nữ vướng vung vợt đỡ bóng,1
phụ_nữ cầm vợt tennis đứng sân,phụ_nữ vợt tennis đánh_bóng,1
